Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Pathway,UP or DOWN
"Primary somatosensory area, unassigned, layer 4",10/301,0.04817976,0.996476714,0,0,1.88876523,5.728277869,RNF214;TMEM86A;MRAS;BMP1;OXSM;HTRA3;LY6D;EMP2;PTN;LY6E,Allen_Brain_Atlas_up,UP
"Primary visual area, layer 4",10/301,0.04817976,0.996476714,0,0,1.88876523,5.728277869,MAPK10;RNF214;TMEM86A;LASP1;MRAS;DNLZ;FOS;PTN;KLF4;PTPN5,Allen_Brain_Atlas_up,UP
"bed nucleus of the stria terminalis, laterocentral division",10/301,0.04817976,0.996476714,0,0,1.88876523,5.728277869,CDK19;PRKCH;RRAS;MXRA8;S100A6;PCOLCE;PHACTR1;PRLR;PTPN5;WFDC2,Allen_Brain_Atlas_up,UP
"dorsomedial preoptic area, intermediate part",10/301,0.04817976,0.996476714,0,0,1.88876523,5.728277869,VAT1;TMEM86A;PIK3IP1;GPX3;NRG4;GRB10;LHX6;PRLR;MEST;CD200,Allen_Brain_Atlas_up,UP
periventricular stratum of Pal,10/301,0.04817976,0.996476714,0,0,1.88876523,5.728277869,CDK19;PRKCH;RRAS;MXRA8;S100A6;PCOLCE;PHACTR1;PRLR;PTPN5;WFDC2,Allen_Brain_Atlas_up,UP
Synaptic proteins at the synaptic junction,Apr-17,0.00020846,0.134663197,0,0,16.867211,142.9627353,DLG4;NRXN3;NCAM1;GRIN1,BioPlanet_2019,UP
Oncostatin M,14/311,0.00169388,0.547124538,0,0,2.619818878,16.71635993,IRS1;TPM1;FN1;PLA2G4A;LIFR;PCOLCE;PRLR;HSD11B1;SOCS3;KRT18;CXCL12;TIMP4;CTSB;TGM2,BioPlanet_2020,UP
Activation of NMDA receptor upon glutamate binding and postsynaptic events,Apr-37,0.0043516,0.651237568,0,0,6.637887252,36.09159517,RRAS;DLG4;RASGRF1;GRIN1,BioPlanet_2021,UP
Ras activation upon calcium influx through NMDA receptor,Mar-19,0.00459454,0.651237568,0,0,10.24825905,55.16520972,DLG4;RASGRF1;GRIN1,BioPlanet_2022,UP
HIF-1 transcriptional activity in hypoxia,May-66,0.00684895,0.651237568,0,0,4.494879919,22.40095145,PFKFB3;CXCL12;FOS;ALDOA;ETS1,BioPlanet_2023,UP
Plexin D1 signaling,Mar-24,0.00897783,0.651237568,0,0,7.80620772,36.79063408,SEMA4A;RRAS;RND2,BioPlanet_2024,UP
Myocyte adrenergic pathway,May-72,0.00982487,0.651237568,0,0,4.091099126,18.91249168,MAPK10;PLA2G4A;CACNA1D;HSPG2;GRIN1,BioPlanet_2025,UP
PIP2 hydrolysis,Mar-25,0.01006731,0.651237568,0,0,7.451000253,34.26313764,PRKCH;DAGLB;DGKI,BioPlanet_2026,UP
Oxidative stress,Mar-27,0.01246746,0.651237568,0,0,6.829387187,29.94436063,MAPK10;GCLC;FOS,BioPlanet_2027,UP
"Platelet activation, signaling and aggregation",9/205,0.01263157,0.651237568,0,0,2.529022374,11.05576329,SPARC;PRKCH;FN1;PLA2G4A;GNG12;ALDOA;GAS6;DAGLB;DGKI,BioPlanet_2028,UP
Type 2 diabetes mellitus,Apr-50,0.01263531,0.651237568,0,0,4.758804955,20.80197231,MAPK10;SOCS3;IRS1;CACNA1D,BioPlanet_2029,UP
Activation of the AP-1 family of transcription factors,02-Oct,0.0133554,0.651237568,0,0,13.63194444,58.83321471,MAPK10;FOS,BioPlanet_2030,UP
Signaling events mediated by PTP1B,Apr-52,0.0144427,0.651237568,0,0,4.560055866,19.32353778,SOCS3;IRS1;CAV1;PRLR,BioPlanet_2031,UP
Interleukin-2 receptor beta chain in T cell activation,Apr-52,0.0144427,0.651237568,0,0,4.560055866,19.32353778,SOCS3;IRS1;IL2RA;FOS,BioPlanet_2032,UP
Passive transport by aquaporins,02-Nov,0.01612972,0.651237568,0,0,12.11666667,50.0065927,AQP5;AQP2,BioPlanet_2033,UP
"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",02-Nov,0.01612972,0.651237568,0,0,12.11666667,50.0065927,GGCX;GAS6,BioPlanet_2034,UP
Prostaglandin biosynthesis and regulation,Mar-31,0.01817108,0.672783644,0,0,5.852566653,23.45664192,HSD11B1;S100A6;PLA2G4A,BioPlanet_2035,UP
Dopamine neurotransmitter release cycle,02-Dec,0.01912652,0.672783644,0,0,10.90444444,43.14539281,SYN3;SYN2,BioPlanet_2036,UP
Sphingolipid de novo biosynthesis,Mar-32,0.01978775,0.672783644,0,0,5.650465853,22.16503723,SPHK2;SPHK1;CERS2,BioPlanet_2037,UP
Signal attenuation,Feb-13,0.02233687,0.68624139,0,0,9.912626263,37.68301499,IRS1;GRB10,BioPlanet_2038,UP
Transmission across chemical synapses,8/190,0.02269595,0.68624139,0,0,2.415844043,9.145343716,RRAS;DLG4;RASGRF1;GNG12;SYN3;GLUL;SYN2;GRIN1,BioPlanet_2039,UP
MAPK signaling pathway,11/314,0.02850494,0.68624139,0,0,1.999802544,7.114653192,MAPK10;PRKCH;MRAS;RRAS;RASGRF1;PLA2G4A;CACNA1D;FOS;GNG12;PTPN5;GADD45G,BioPlanet_2040,UP
Endothelins,Apr-64,0.02867301,0.68624139,0,0,3.645810056,12.94918469,PRKCH;PLA2G4A;FOS;SLC9A1,BioPlanet_2041,UP
G-protein signaling pathways,May-95,0.02917163,0.68624139,0,0,3.042016807,10.75218657,AKAP12;PRKCH;RRAS;GNG12;SLC9A1,BioPlanet_2042,UP
PDGFB signaling pathway,6/129,0.03006422,0.68624139,0,0,2.67402028,9.370888905,MAPK10;LRP1;SPHK1;GRB10;PLA2G4A;FOS,BioPlanet_2043,UP
Interleukin-12-mediated signaling events,Apr-65,0.03013202,0.68624139,0,0,3.585859511,12.55827887,SPHK2;IL2RA;FOS;GADD45G,BioPlanet_2044,UP
ERBB4 signaling events,Mar-38,0.03109947,0.68624139,0,0,4.680382014,16.24356802,DLG4;NRG4;PRLR,BioPlanet_2045,UP
Adipocytokine signaling pathway,Apr-67,0.03317956,0.68624139,0,0,3.471667997,11.82388111,MAPK10;SOCS3;STK11;IRS1,BioPlanet_2046,UP
Adipogenesis,6/133,0.0341692,0.68624139,0,0,2.589268336,8.742484972,SOCS3;BMP1;IRS1;NRIP1;LIFR;PRLR,BioPlanet_2047,UP
Nuclear signaling by ErbB4,Mar-40,0.03548021,0.68624139,0,0,4.426936686,14.78056796,CXCL12;NRG4;PRLR,BioPlanet_2048,UP
"TNF-alpha effects on cytokine activity, cell motility, and apoptosis",6/135,0.03635099,0.68624139,0,0,2.548863339,8.448293846,CXCL12;SPHK1;IL2RA;NRIP1;EPHA1;ETS1,BioPlanet_2049,UP
"Unblocking of NMDA receptor, glutamate binding and activation",Feb-17,0.03714406,0.68624139,0,0,7.267777778,23.93243856,DLG4;GRIN1,BioPlanet_2050,UP
Energy-dependent regulation of mTOR by LKB1-AMPK,Feb-17,0.03714406,0.68624139,0,0,7.267777778,23.93243856,STK11;TSC2,BioPlanet_2051,UP
Pertussis toxin-insensitive CCR5 signaling in macrophage,Feb-18,0.04129693,0.68624139,0,0,6.813194444,21.71342647,CXCL12;FOS,BioPlanet_2052,UP
Effect of METS on macrophage differentiation,Feb-18,0.04129693,0.68624139,0,0,6.813194444,21.71342647,FOS;ETS1,BioPlanet_2053,UP
Growth hormone receptor signaling,Mar-43,0.04261303,0.68624139,0,0,4.094289694,12.91992138,SOCS3;IRS1;PRLR,BioPlanet_2054,UP
Gastrin pathway,Mar-44,0.04513815,0.68624139,0,0,3.994225151,12.37421963,S100A6;FOS;KLF4,BioPlanet_2055,UP
HNF3A pathway,Mar-44,0.04513815,0.68624139,0,0,3.994225151,12.37421963,DSCAM;NRIP1;FOS,BioPlanet_2056,UP
NCAM1 interactions,Mar-44,0.04513815,0.68624139,0,0,3.994225151,12.37421963,COL6A3;CACNA1D;NCAM1,BioPlanet_2057,UP
Tob role in T-cell activation,Feb-19,0.04561487,0.68624139,0,0,6.412091503,19.79747099,TGFBR3;IL2RA,BioPlanet_2058,UP
Prolactin activation of MAPK signaling,Apr-75,0.0471093,0.68624139,0,0,3.079235188,9.407940655,SOCS3;IRS1;FOS;PRLR,BioPlanet_2059,UP
BDNF signaling pathway,9/261,0.04877475,0.68624139,0,0,1.961351679,5.924346071,CXCL12;TRAF3IP2;PLK2;ZYX;TXNIP;PPIE;FOS;ADD3;CD200,BioPlanet_2060,UP
Leptin influence on immune response,5/110,0.04971384,0.68624139,0,0,2.605442177,7.820161589,SOCS3;IL2RA;LIFR;FOS;IFIT2,BioPlanet_2061,UP
regulation of angiogenesis (GO:0045765),13/177,2.14E-05,0.038782981,0,0,4.423125306,47.55726748,SPARC;SPHK1;PTPRM;EMP2;KLF4;ETS1;HSPG2;RUNX1;SFRP2;STIM1;RRAS;ADGRA2;EPHA1,GO_Biological_Processes_2018,UP
negative regulation of epithelial cell proliferation (GO:0050680),Jul-66,0.00018691,0.169336889,0,0,6.543470995,56.17507314,TGFBR3;SPARC;SFRP2;CAV1;PTPRM;SOX9;MTSS1,GO_Biological_Processes_2019,UP
positive regulation of angiogenesis (GO:0045766),8/103,0.00056907,0.343717143,0,0,4.648944395,34.73463648,SFRP2;STIM1;RRAS;SPHK1;EPHA1;KLF4;ETS1;RUNX1,GO_Biological_Processes_2020,UP
negative regulation of insulin receptor signaling pathway (GO:0046627),Apr-25,0.00098831,0.371559132,0,0,10.43735036,72.2213429,SOCS3;IRS1;GRB10;TSC2,GO_Biological_Processes_2021,UP
negative regulation of cellular response to insulin stimulus (GO:1900077),Apr-26,0.00115149,0.371559132,0,0,9.962417471,67.41271444,SOCS3;IRS1;GRB10;TSC2,GO_Biological_Processes_2022,UP
negative regulation of protein binding (GO:0032091),Jun-67,0.00132945,0.371559132,0,0,5.409007184,35.82380438,GOLGA2;HFE;CAV1;TMC8;SORL1;IFIT2,GO_Biological_Processes_2023,UP
positive regulation of fibroblast proliferation (GO:0048146),Apr-28,0.00153277,0.371559132,0,0,9.131284916,59.17691003,SPHK1;FN1;S100A6;GAS6,GO_Biological_Processes_2024,UP
cellular response to nitrogen compound (GO:1901699),Mar-14,0.00184549,0.371559132,0,0,14.91035705,93.86083431,AOC1;PDE12;SPIDR,GO_Biological_Processes_2025,UP
negative regulation of cation transmembrane transport (GO:1904063),Mar-14,0.00184549,0.371559132,0,0,14.91035705,93.86083431,CAV1;COMMD1;CBARP,GO_Biological_Processes_2026,UP
regulation of cartilage development (GO:0061035),Mar-15,0.00227611,0.412431059,0,0,13.66713092,83.16842246,BMP1;SOX9;TAPT1,GO_Biological_Processes_2027,UP
positive regulation of vasculature development (GO:1904018),7/104,0.00284316,0.417335404,0,0,3.97232467,23.28909559,SFRP2;STIM1;RRAS;SPHK1;EPHA1;ETS1;RUNX1,GO_Biological_Processes_2028,UP
regulation of insulin receptor signaling pathway (GO:0046626),Apr-34,0.00318822,0.417335404,0,0,7.302793296,41.97858239,SOCS3;IRS1;GRB10;TSC2,GO_Biological_Processes_2029,UP
positive regulation of cartilage development (GO:0061036),Mar-17,0.00331168,0.417335404,0,0,11.71348985,66.88753645,BMP1;SOX9;TAPT1,GO_Biological_Processes_2030,UP
regulation of protein binding (GO:0043393),7/111,0.00408481,0.417335404,0,0,3.703629469,20.37173933,GOLGA2;LRP1;HFE;CAV1;TMC8;SORL1;IFIT2,GO_Biological_Processes_2031,UP
regulation of glomerular filtration (GO:0003093),02-Jun,0.0046702,0.417335404,0,0,27.26944444,146.3429537,EMP2;GAS6,GO_Biological_Processes_2032,UP
response to gonadotropin (GO:0034698),02-Jun,0.0046702,0.417335404,0,0,27.26944444,146.3429537,TGFBR3;SLC5A5,GO_Biological_Processes_2033,UP
response to heparin (GO:0071503),02-Jun,0.0046702,0.417335404,0,0,27.26944444,146.3429537,AOC1;SOX9,GO_Biological_Processes_2034,UP
positive regulation of cell proliferation (GO:0008284),16/424,0.00476701,0.417335404,0,0,2.179530772,11.65184964,PRKCH;CHRM1;IRS1;SPHK1;FN1;EMP2;LIFR;PTN;DPP4;TGFBR3;SFRP2;S100A6;RPRD1B;SOX9;EPHA1;GAS6,GO_Biological_Processes_2035,UP
regulation of response to cytokine stimulus (GO:0060759),Mar-20,0.00533361,0.417335404,0,0,9.644928724,50.47892897,LIFR;KLF4;RUNX1,GO_Biological_Processes_2036,UP
positive regulation of cell adhesion (GO:0045785),May-64,0.00601633,0.417335404,0,0,4.647723496,23.76510393,SFRP2;CXCL12;TPM1;AGR2;TGM2,GO_Biological_Processes_2037,UP
positive regulation of protein modification by small protein conjugation or removal (GO:1903322),May-65,0.00642318,0.417335404,0,0,4.570028011,23.06877777,WDR48;TNIP1;SPHK1;CAV1;COMMD1,GO_Biological_Processes_2038,UP
cellular response to interferon-alpha (GO:0035457),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,PDE12;GAS6,GO_Biological_Processes_2039,UP
negative regulation of glial cell apoptotic process (GO:0034351),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,PRKCH;GAS6,GO_Biological_Processes_2040,UP
pri-miRNA transcription from RNA polymerase II promoter (GO:0061614),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,KLF4;ETS1,GO_Biological_Processes_2041,UP
positive regulation of protein deubiquitination (GO:1903003),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,WDR48;TNIP1,GO_Biological_Processes_2042,UP
cellular lipid biosynthetic process (GO:0097384),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,ERG28;AGPS,GO_Biological_Processes_2043,UP
negative regulation of dendritic cell apoptotic process (GO:2000669),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,CXCL12;GAS6,GO_Biological_Processes_2044,UP
regulation of protein deubiquitination (GO:0090085),02-Jul,0.00646028,0.417335404,0,0,21.81444444,109.9902193,WDR48;TNIP1,GO_Biological_Processes_2045,UP
negative regulation of cell proliferation (GO:0008285),14/363,0.00667921,0.417335404,0,0,2.223479235,11.13686432,CD164;TSC2;FUZ;KLF4;ETS1;MTSS1;SLURP1;SSTR4;TGFBR3;STK11;SFRP2;IGFBP7;SOX9;TNS2,GO_Biological_Processes_2046,UP
cellular protein metabolic process (GO:0044267),17/484,0.00739899,0.425927214,0,0,2.022822208,9.924798333,RPL5;CHRM1;FN1;GATB;HSPG2;SORL1;RPS28;RPL18A;DMBT1;GGCX;TNIP1;STC2;MXRA8;QSOX1;IGFBP7;IGF2BP3;GAS6,GO_Biological_Processes_2047,UP
platelet degranulation (GO:0002576),7/124,0.00742782,0.425927214,0,0,3.28992416,16.1289274,CHID1;SPARC;FN1;RAB27B;QSOX1;ALDOA;GAS6,GO_Biological_Processes_2048,UP
regulation of smooth muscle contraction (GO:0006940),Mar-23,0.00796086,0.425927214,0,0,8.196935933,39.61757864,CHRM1;CAV1;SPHK1,GO_Biological_Processes_2049,UP
negative regulation of angiogenesis (GO:0016525),May-69,0.0082441,0.425927214,0,0,4.28352591,20.55346246,SPARC;PTPRM;KLF4;HSPG2;EPN2,GO_Biological_Processes_2050,UP
integrin activation (GO:0033622),02-Aug,0.00851112,0.425927214,0,0,18.17777778,86.64223585,CXCL12;FN1,GO_Biological_Processes_2051,UP
diol biosynthetic process (GO:0034312),02-Aug,0.00851112,0.425927214,0,0,18.17777778,86.64223585,SPHK2;SPHK1,GO_Biological_Processes_2052,UP
sphingosine biosynthetic process (GO:0046512),02-Aug,0.00851112,0.425927214,0,0,18.17777778,86.64223585,SPHK2;SPHK1,GO_Biological_Processes_2053,UP
negative regulation of cellular process (GO:0048523),18/534,0.00890469,0.425927214,0,0,1.939088697,9.154781673,CD164;DSCAM;CAV1;TSC2;FUZ;KLF4;ETS1;SLURP1;SSTR4;TGFBR3;STK11;SFRP2;PDE12;CHMP1A;AGR2;TXNIP;IGFBP7;TNS2,GO_Biological_Processes_2054,UP
transition metal ion homeostasis (GO:0055076),Mar-24,0.00897783,0.425927214,0,0,7.80620772,36.79063408,HFE;TMC8;COMMD1,GO_Biological_Processes_2055,UP
regulation of fibroblast proliferation (GO:0048145),Apr-46,0.00947035,0.425927214,0,0,5.213088587,24.29085335,SPHK1;FN1;S100A6;GAS6,GO_Biological_Processes_2056,UP
regulation of epithelial cell proliferation (GO:0050678),May-72,0.00982487,0.425927214,0,0,4.091099126,18.91249168,TGFBR3;SFRP2;SOX9;NR1D1;MTSS1,GO_Biological_Processes_2057,UP
anoikis (GO:0043276),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,STK11;TSC2,GO_Biological_Processes_2058,UP
sphingoid biosynthetic process (GO:0046520),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,SPHK2;SPHK1,GO_Biological_Processes_2059,UP
negative regulation of phosphatidylinositol 3-kinase signaling (GO:0014067),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,PIK3IP1;TSC2,GO_Biological_Processes_2060,UP
ether lipid metabolic process (GO:0046485),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,TMEM86A;AGPS,GO_Biological_Processes_2061,UP
sphingosine metabolic process (GO:0006670),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,SPHK2;SPHK1,GO_Biological_Processes_2062,UP
histone H3-K4 trimethylation (GO:0080182),02-Sep,0.01081272,0.425927214,0,0,15.58015873,70.53187553,CTR9;WDR61,GO_Biological_Processes_2063,UP
apoptotic cell clearance (GO:0043277),Mar-26,0.01123025,0.432961972,0,0,7.126680392,31.9926964,LRP1;GAS6;TGM2,GO_Biological_Processes_2064,UP
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),Mar-27,0.01246746,0.439999762,0,0,6.829387187,29.94436063,SOCS3;SFRP2;CAV1,GO_Biological_Processes_2065,UP
contractile actin filament bundle assembly (GO:0030038),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,ZYX;PHACTR1,GO_Biological_Processes_2066,UP
insulin-like growth factor receptor signaling pathway (GO:0048009),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,IRS1;TSC2,GO_Biological_Processes_2067,UP
cardiovascular system development (GO:0072358),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,STK11;HSPG2,GO_Biological_Processes_2068,UP
negative regulation of embryonic development (GO:0045992),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,SFRP2;FUZ,GO_Biological_Processes_2069,UP
stress fiber assembly (GO:0043149),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,ZYX;PHACTR1,GO_Biological_Processes_2070,UP
negative regulation of protein autophosphorylation (GO:0031953),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,ERRFI1;CAV1,GO_Biological_Processes_2071,UP
regulation of dendritic cell apoptotic process (GO:2000668),02-Oct,0.0133554,0.439999762,0,0,13.63194444,58.83321471,CXCL12;GAS6,GO_Biological_Processes_2072,UP
regulation of vasculature development (GO:1901342),Mar-28,0.01377962,0.445869149,0,0,6.555877437,28.08908008,ADGRA2;EMP2;ETS1,GO_Biological_Processes_2073,UP
negative regulation of Wnt signaling pathway (GO:0030178),8/174,0.01413899,0.449471117,0,0,2.650874685,11.28959522,SFRP2;LRP1;CAV1;GRB10;TSC2;FUZ;SOX9;RBMS3,GO_Biological_Processes_2074,UP
positive regulation of cell-substrate adhesion (GO:0010811),Apr-52,0.0144427,0.451209943,0,0,4.560055866,19.32353778,AGR2;FN1;EMP2;EPHA1,GO_Biological_Processes_2075,UP
regulation of keratinocyte differentiation (GO:0045616),Mar-29,0.01516732,0.465816715,0,0,6.3034069,26.40252629,ERRFI1;PRKCH;RUNX1,GO_Biological_Processes_2076,UP
negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000059),02-Nov,0.01612972,0.470865808,0,0,12.11666667,50.0065927,RPL5;HFE,GO_Biological_Processes_2077,UP
organic cyclic compound catabolic process (GO:1901361),02-Nov,0.01612972,0.470865808,0,0,12.11666667,50.0065927,HSD11B1;AOC1,GO_Biological_Processes_2078,UP
regulation of anatomical structure morphogenesis (GO:0022603),May-82,0.01657128,0.470865808,0,0,3.557968642,14.58797169,SPARC;ADGRA2;EMP2;ETS1;SH3D19,GO_Biological_Processes_2079,UP
negative regulation of binding (GO:0051100),May-82,0.01657128,0.470865808,0,0,3.557968642,14.58797169,GOLGA2;CAV1;TMC8;SORL1;IFIT2,GO_Biological_Processes_2080,UP
negative regulation of endothelial cell proliferation (GO:0001937),Mar-30,0.01663102,0.470865808,0,0,6.069637883,24.8641838,SPARC;CAV1;PTPRM,GO_Biological_Processes_2081,UP
regulation of protein tyrosine kinase activity (GO:0061097),Mar-31,0.01817108,0.502278963,0,0,5.852566653,23.45664192,DLG4;CAV1;GAS6,GO_Biological_Processes_2082,UP
regulated exocytosis (GO:0045055),7/148,0.0183374,0.502278963,0,0,2.726580761,10.90308504,CHID1;SPARC;FN1;RAB27B;QSOX1;ALDOA;GAS6,GO_Biological_Processes_2083,UP
negative regulation of protein oligomerization (GO:0032460),02-Dec,0.01912652,0.502278963,0,0,10.90444444,43.14539281,TMC8;SORL1,GO_Biological_Processes_2084,UP
cellular response to fluid shear stress (GO:0071498),02-Dec,0.01912652,0.502278963,0,0,10.90444444,43.14539281,KLF4;MTSS1,GO_Biological_Processes_2085,UP
negative regulation of leukocyte apoptotic process (GO:2000107),02-Dec,0.01912652,0.502278963,0,0,10.90444444,43.14539281,CXCL12;GAS6,GO_Biological_Processes_2086,UP
negative regulation of receptor activity (GO:2000272),Mar-32,0.01978775,0.512220152,0,0,5.650465853,22.16503723,ERRFI1;HFE;CAV1,GO_Biological_Processes_2087,UP
positive regulation of calcium ion transport (GO:0051928),Mar-33,0.0214812,0.530259221,0,0,5.46183844,20.97661114,CXCL12;CAV1;CACNA1D,GO_Biological_Processes_2088,UP
positive regulation of histone H3-K4 methylation (GO:0051571),Feb-13,0.02233687,0.530259221,0,0,9.912626263,37.68301499,CTR9;WDR61,GO_Biological_Processes_2089,UP
water transport (GO:0006833),Feb-13,0.02233687,0.530259221,0,0,9.912626263,37.68301499,AQP5;AQP2,GO_Biological_Processes_2090,UP
regulation of biomineral tissue development (GO:0070167),Feb-13,0.02233687,0.530259221,0,0,9.912626263,37.68301499,SOX9;GAS6,GO_Biological_Processes_2091,UP
leukocyte differentiation (GO:0002521),Feb-13,0.02233687,0.530259221,0,0,9.912626263,37.68301499,RRAS;GAS6,GO_Biological_Processes_2092,UP
detection of calcium ion (GO:0005513),Feb-13,0.02233687,0.530259221,0,0,9.912626263,37.68301499,STIM1;KCNMB1,GO_Biological_Processes_2093,UP
negative regulation of cell migration (GO:0030336),6/121,0.02285696,0.530259221,0,0,2.861211529,10.8110871,SFRP2;LRP1;TPM1;FUZ;EPHA1;SLURP1,GO_Biological_Processes_2094,UP
regulation of stress fiber assembly (GO:0051492),Apr-60,0.02326457,0.530259221,0,0,3.907023144,14.6936256,TPM1;LPAR1;EPHA1;SLC9A1,GO_Biological_Processes_2095,UP
regulation of cytokine-mediated signaling pathway (GO:0001959),May-90,0.02377872,0.530259221,0,0,3.221782831,12.0461301,SOCS3;SPHK1;LIFR;GAS6;RUNX1,GO_Biological_Processes_2096,UP
extracellular matrix organization (GO:0030198),9/229,0.02406771,0.530259221,0,0,2.250347669,8.386784906,SPARC;BMP1;ICAM2;FN1;LOXL4;TNR;COL6A3;GAS6;HSPG2,GO_Biological_Processes_2097,UP
endothelial cell migration (GO:0043542),Mar-35,0.02509861,0.530259221,0,0,5.119951253,18.86672759,DPP4;ADGRA2;EMP2,GO_Biological_Processes_2098,UP
fluid transport (GO:0042044),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,AQP5;AQP2,GO_Biological_Processes_2099,UP
regulation of extracellular matrix disassembly (GO:0010715),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,DPP4;LRP1,GO_Biological_Processes_2100,UP
negative regulation of hemopoiesis (GO:1903707),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,CTR9;WDR61,GO_Biological_Processes_2101,UP
hydrogen peroxide catabolic process (GO:0042744),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,GPX3;PRDX6,GO_Biological_Processes_2102,UP
negative regulation of biomineral tissue development (GO:0070168),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,SOX9;GAS6,GO_Biological_Processes_2103,UP
negative regulation of smooth muscle cell migration (GO:0014912),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,LRP1;TPM1,GO_Biological_Processes_2104,UP
interleukin-6-mediated signaling pathway (GO:0070102),Feb-14,0.0257521,0.530259221,0,0,9.086111111,33.24825184,SOCS3;CTR9,GO_Biological_Processes_2105,UP
positive regulation of cellular process (GO:0048522),16/519,0.02771231,0.560075905,0,0,1.759156046,6.308120062,CHRM1;LRP1;IRS1;SPHK1;CAV1;FN1;EMP2;LIFR;PTN;ETS1;SORL1;DPP4;SFRP2;RPRD1B;SOX9;EPHA1,GO_Biological_Processes_2106,UP
regulation of cell proliferation (GO:0042127),21/740,0.02886099,0.560075905,0,0,1.620444655,5.744904863,CD164;CHRM1;IRS1;FN1;TSC2;EMP2;LIFR;FUZ;PTN;KLF4;ETS1;SLURP1;SSTR4;DPP4;STK11;SFRP2;IGFBP7;RPRD1B;SOX9;EPHA1;TNS2,GO_Biological_Processes_2107,UP
positive regulation of stress fiber assembly (GO:0051496),Mar-37,0.02902282,0.560075905,0,0,4.818286089,17.05515699,TPM1;LPAR1;EPHA1,GO_Biological_Processes_2108,UP
negative regulation of insulin secretion (GO:0046676),Feb-15,0.0293638,0.560075905,0,0,8.386752137,29.5883991,IRS1;INHBB,GO_Biological_Processes_2109,UP
positive regulation of transcription elongation from RNA polymerase II promoter (GO:0032968),Feb-15,0.0293638,0.560075905,0,0,8.386752137,29.5883991,CTR9;WDR61,GO_Biological_Processes_2110,UP
vasculature development (GO:0001944),Feb-15,0.0293638,0.560075905,0,0,8.386752137,29.5883991,ERRFI1;STK11,GO_Biological_Processes_2111,UP
regulation of cell junction assembly (GO:1901888),Feb-15,0.0293638,0.560075905,0,0,8.386752137,29.5883991,PRKCH;RUNX1,GO_Biological_Processes_2112,UP
negative regulation of blood vessel morphogenesis (GO:2000181),Apr-65,0.03013202,0.561731461,0,0,3.585859511,12.55827887,SPARC;PTPRM;KLF4;HSPG2,GO_Biological_Processes_2113,UP
cellular metal ion homeostasis (GO:0006875),May-96,0.03033536,0.561731461,0,0,3.008434143,10.5158048,CXCL12;STIM1;CAV1;ATP13A3;SLC9A1,GO_Biological_Processes_2114,UP
negative regulation of cell motility (GO:2000146),May-97,0.03152791,0.561731461,0,0,2.975581537,10.28623496,SFRP2;TPM1;FUZ;EPHA1;SLURP1,GO_Biological_Processes_2115,UP
regulation of insulin secretion (GO:0050796),May-98,0.03274943,0.561731461,0,0,2.943435439,10.06322207,DPP4;IRS1;CACNA1D;INHBB;NR1D1,GO_Biological_Processes_2116,UP
cellular response to dsRNA (GO:0071359),Feb-16,0.03316378,0.561731461,0,0,7.787301587,26.52586279,PDE12;CAV1,GO_Biological_Processes_2117,UP
regulation of histone H3-K4 methylation (GO:0051569),Feb-16,0.03316378,0.561731461,0,0,7.787301587,26.52586279,CTR9;WDR61,GO_Biological_Processes_2118,UP
regulation of bicellular tight junction assembly (GO:2000810),Feb-16,0.03316378,0.561731461,0,0,7.787301587,26.52586279,PRKCH;RUNX1,GO_Biological_Processes_2119,UP
glutamine family amino acid catabolic process (GO:0009065),Feb-16,0.03316378,0.561731461,0,0,7.787301587,26.52586279,AOC1;GLUL,GO_Biological_Processes_2120,UP
